value,group
2169.72,0
118.4,0
346.65,0
260.51,0
810.13,0
342.41,0
926.66,0
431.56,0
546.51,0
907.46,0
109.51,0
174.22,0
178.01,1
33,0
326.51,1
170.27,0
77.17,0
329.42,0
187.51,0
407.82,0
982.26,0
188.74,0
3035.66,0
438.22,0
257.91,0
666.46,0
127.73,0
261.62,0
898.1,0
161.73,0
77.73,0
200.16,0
174.74,0
241.11,0
107.11,0
76.74,0
99.63,0
342.55,0
153.31,0
122.44,0
267.75,0
111,0
64.71,0
547.48,1
210.86,0
362.07,0
443.61,0
1052.41,0
672.32,0
854.21,0
221.47,0
804.57,0
233.63,0
195.26,0
417.51,0
210.81,0
332.31,0
169.24,0
1052.5,0
2917.72,0
52.97,0
67.37,0
1102.07,0
529.91,0
80.63,0
120.11,0
918.83,0
4023.51,0
1112.36,0
579.21,0
62.66,0
57.66,0
181.42,1
561.42,0
161.57,0
730.23,0
199.17,0
74.05,0
488.2,0
182.47,0
629.94,0
69.11,0
123.71,0
126.43,0
544.32,0
990.04,0
225.64,0
237.65,0
113.11,0
309.86,0
476.36,0
476.12,0
134.06,1
340.92,0
131.77,1
528.02,1
145.94,0
189.75,0
556.14,0
146.9,0
98.06,0
304.55,0
98.43,0
446.86,0
38,0
137.11,0
573.62,0
62.66,0
585.71,0
137.2,0
693.82,0
103.41,1
182.11,0
47.57,0
54.71,0
244.81,0
4032,0
190.8,0
58.51,0
367.16,0
46.44,0
263.51,0
1183.36,0
1487.5,0
222,0
1192.26,0
66.72,0
133.51,1
116.46,0
349.45,0
262.42,0
3067.45,0
992.02,0
153.66,0
114.41,0
154.66,0
48.15,0
131.97,0
1301.86,0
6746,0
240.61,0
242.11,0
70.02,0
1141.24,0
586.43,0
140.77,0
2875.72,0
53.63,0
321.21,0
238.51,0
639,0
242.11,0
352.11,0
349.51,0
163.51,0
2315.89,0
309.32,0
3211,0
322.71,0
174.92,0
78.24,0
474.41,0
77.33,0
214.28,1
1300.24,0
818.05,1
556.42,0
59.66,0
567,0
224.44,0
79.11,0
497.01,0
528.08,0
58.37,0
384.8,0
1054.26,0
819.33,1
391.37,0
665.86,0
102.74,0
521.55,0
169.65,0
324.54,0
213.41,0
239.41,1
201.91,0
1295.04,0
33.75,0
84.16,0
108.74,0
77.11,0
467.68,0
430.21,0
54.66,0
320.11,1
87.17,0
236.92,0
171.44,0
147.71,0
148.43,0
292.81,0
163.43,0
128.11,0
436.98,0
95.71,0
178.43,0
190.26,0
120.71,0
4510.86,0
239.77,0
157.06,0
99.32,0
3167.06,0
562.07,0
115.77,0
954.72,0
201.3,0
490.18,0
151.93,0
139.61,1
111.46,0
649.62,0
177.94,0
443.02,0
477.42,0
195.66,0
739.86,0
102.44,0
3451.46,0
155.3,0
2653.16,0
2012.41,0
50.65,0
133.57,0
120.61,0
168.4,0
71.24,0
383.29,0
404.51,0
71.44,0
623.41,0
381.51,0
3468.49,0
139.11,0
121.43,0
230.84,0
193.54,0
264.06,0
430.42,0
376.68,0
887.43,0
91,0
263.22,0
151.07,0
514.65,0
93,0
1046.81,0
377.43,1
109.71,0
84.56,0
237.11,0
234.11,0
1103.46,0
461.24,0
129.11,0
324.72,0
195.51,0
5423.02,0
229.91,0
441.71,0
7968,0
426.59,0
524.92,1
283.98,0
631.86,0
279.11,0
274.56,0
606.06,0
42.11,0
579.36,0
276.41,0
124.73,0
49.47,0
105.66,0
1236.92,0
122.31,0
1422.92,0
255.96,0
630.25,0
307.28,0
1355.72,0
57.66,0
204.81,0
204.77,0
277.96,0
293.81,0
78,0
110.61,0
310.58,0
345.25,0
222.46,0
210.51,0
245.71,0
333.26,0
590.34,0
448.12,0
859.2,0
205.11,0
280.89,0
294.24,0
1455.67,0
153.11,0
116.72,1
133.21,0
158.51,0
313.92,0
1117.26,0
314.51,0
123.47,0
883.86,0
534.88,1
242.22,0
161.61,0
68.36,0
104.01,0
143.44,0
555.86,0
66.72,0
260.72,0
261.71,0
698.4,0
239.62,0
155.11,0
174.23,0
2023.06,0
347.64,0
1246.22,0
684.53,0
198.51,0
3827.86,0
125.11,0
335.99,0
1036.06,0
128.89,0
93.11,0
103.84,0
89.11,0
39.26,0
688.26,0
181.32,0
892.52,0
81.78,0
181.76,0
228.82,0
760.37,1
79.16,0
202.11,0
1037.16,0
571.86,1
2751.84,0
159.51,0
128.77,0
111.25,0
440.06,0
464.51,0
151.11,0
66.85,0
132.37,0
175.84,0
86.93,0
75.63,0
185.51,0
527.02,0
453.51,0
224.32,0
258.11,0
410.92,0
163.51,0
319.26,0
420.21,0
327.05,0
324.27,0
64.51,0
90.14,0
76.86,0
90.44,1
270.94,1
1367.12,0
63.67,0
274.41,0
148.77,0
518.41,0
1133.98,0
96.11,1
404.64,0
341.86,0
1121.32,0
143.43,0
267.21,0
5905.1,0
314.42,1
288.74,0
82.86,0
1000.53,1
118.43,0
140.41,0
449.44,0
173.27,0
844.02,0
175.51,0
108.4,0
74.85,0
380.52,0
204.81,0
47.48,0
191.11,0
100.66,0
380.04,0
1118.24,0
399.93,0
79.61,0
38.8,0
2090.58,0
4372.51,0
303.23,0
1133.44,0
90.66,0
123.64,0
73.82,0
105.11,0
1036.67,0
263.31,0
938.06,0
116.73,0
89.84,0
229.35,0
51.32,0
479.73,0
59.66,0
374.09,0
87.55,0
300.82,0
167.06,0
50.13,0
55.11,0
65.11,0
1269.02,0
203.43,0
39.06,0
401.72,0
136.21,0
106.46,0
240.15,0
179.28,0
2002.44,0
74.76,0
125.14,0
3170.24,0
123.14,0
230.71,0
210.22,0
277.36,0
268.28,0
313.67,0
631.25,0
73.95,0
175.51,0
378.62,0
1013.66,0
595.86,0
195.68,0
531.94,0
146.43,0
216,0
408.8,0
159.66,0
238.11,0
478.16,0
2544.39,0
1584.12,1
682.86,0
158.14,0
176.61,0
186.85,0
155.97,0
176.11,0
807.64,0
1535.73,0
370.64,0
482.6,0
199.01,0
122.11,0
198.95,0
150.11,0
715.38,0
682.86,0
456.84,0
563.68,0
112.21,0
84.9,0
153.21,0
1823.28,0
334.46,0
229.82,0
71.11,0
1795.58,0
297.82,0
361.52,0
44.36,0
1290.69,0
126.11,0
54.43,0
1044.99,0
825.06,0
141.65,0
408.92,0
460.75,0
176.71,0
409.29,0
56.36,1
249.47,0
292.37,0
125.66,0
57.17,0
218.74,0
115.81,0
74.23,0
93.25,0
144.61,0
234.86,0
307.33,0
68,0
1998.99,0
131.61,0
2640.03,0
1469.52,0
239.11,0
121.75,0
196.02,0
189.16,0
579.86,0
589.56,0
80.04,0
205.51,0
441.2,0
312.32,0
218.32,0
227.51,0
923.15,0
96.43,0
544.92,0
366.81,0
131.11,0
744.86,0
43.28,0
334.72,0
117.66,0
368.6,0
448.86,0
60.8,0
402.12,0
202.61,0
186.91,0
190.26,0
142.88,0
63.67,0
253.53,0
905.01,0
282.12,0
1261.9,0
39.85,0
85.32,0
513.66,0
24.93,0
114.24,0
903.63,1
195.54,0
509.36,0
83.36,0
261.47,0
1179.46,0
1153.32,0
878.86,0
190.26,0
691.62,0
2883.2,0
154.61,0
198.41,0
243.94,0
399.47,0
1558.99,0
278.22,0
1303.89,0
54.28,0
38.79,0
76.51,0
113.77,0
116.03,0
113.44,0
385.14,0
152.91,0
71.44,0
154.89,0
261.81,0
228.44,0
1003.24,0
55.22,0
3779.39,0
319.38,0
285.02,0
201.11,1
503.68,0
1380.86,0
518.66,0
2441.02,0
66.36,0
84.01,0
57.66,0
447.36,0
201.31,0
99.71,0
182.21,0
76.11,0
1384.6,0
1705.28,0
145.84,1
106.08,0
61.93,0
1689.57,0
84.44,0
268.22,0
281.3,0
116.53,0
23.15,0
59.66,0
143.98,0
90.11,0
126.37,0
103.58,0
50.66,0
477.42,0
43.6,0
258.16,0
380.52,1
695.89,0
38.66,0
578.91,0
587.84,0
116.4,0
62.28,0
334.71,0
77.11,0
150.22,0
1479.14,0
68.76,0
85.06,0
2191.91,0
638.56,0
481.66,0
114.32,0
955.36,0
310.19,0
67.66,0
118.48,0
253.16,0
123.77,0
4212.76,0
221.44,0
588.34,0
404.93,0
191.71,0
632.22,0
1068.33,0
103.68,0
202.13,0
811.52,0
367.61,0
292.36,0
75.66,0
128.22,0
45.54,0
490.61,0
66.36,0
1550.23,0
372.46,0
38.79,0
441.21,0
419.14,0
112.47,0
588.34,0
470.93,0
40.42,0
39.85,0
336.39,0
564.06,0
297.31,0
245.71,0
1012.88,0
103.11,1
222,0
406.21,0
214.91,0
221.86,0
132.31,0
224.08,0
194.01,0
1619.49,0
158.71,0
38.37,0
273.54,0
374.51,0
45.46,0
5015.06,0
119.11,0
176.47,0
2607.55,0
344.73,0
162.77,0
868.02,0
106.17,0
7543.94,0
1248.92,0
302.08,0
81.53,0
393.43,0
80.11,0
154.91,0
265.81,0
3097.8,0
898.32,0
504.06,0
418.54,0
264.88,0
708.93,0
236.44,0
92.77,0
338.81,0
1286.86,0
706.62,0
221.84,0
132.24,0
76.71,0
679.85,0
105.36,0
291.47,0
579.6,0
497.22,0
69.66,0
81.11,0
185.55,0
70.35,0
172.63,0
953.5,0
110.32,0
157.85,0
168.84,0
209.6,0
42.07,0
115.71,0
280.14,0
134.84,0
323.22,0
227.43,0
388.62,0
340.94,0
126.11,0
790.88,0
213.33,0
4709.12,0
261.11,0
55.66,0
746.15,0
1037.04,0
178.41,0
285.84,0
111.28,0
4130.32,0
90.11,0
357.54,0
186.21,0
258.84,0
1433.46,1
469.28,0
339.82,0
146.33,0
683.46,0
359.91,0
936.86,0
117.36,0
240.09,0
1302.98,0
95.11,0
105.63,0
145.41,0
400.51,0
113.87,0
166.32,0
125.32,0
435.62,0
434.7,0
594.56,0
130.45,0
210.28,0
1010.12,1
605.58,0
290.41,0
261.11,0
334.28,0
197.51,0
195.01,0
175.32,0
239.41,0
521.62,0
2478.26,0
176.37,0
442.89,0
258.89,0
333.51,0
207.09,0
164.51,0
257.07,0
327.02,0
839.86,0
199.91,0
171.11,0
4328.59,0
246.28,0
89.66,0
328.12,0
72.11,0
116.41,0
673.86,0
265.68,0
749.16,0
208.51,0
128.11,0
62.37,0
111.11,0
134.73,0
90.51,0
129.37,0
150.77,0
594.28,0
81,0
1931.86,0
282.37,0
92.3,0
291.84,1
1831.72,0
234.51,0
3447.1,0
48.65,0
628.64,1
63.11,0
256.11,0
2674.46,0
43.37,0
487.82,0
377.82,0
272.17,0
439.83,0
1364,0
83.91,0
2498.86,0
610.51,0
129.11,0
108.73,0
15929.7,0
2359.46,0
234.71,0
444.56,0
2043.15,1
326.51,0
85.14,0
179.72,0
213.11,0
101.11,0
72.06,0
339.51,0
213.41,0
187.21,1
38.2,0
331.02,0
156.8,0
4121.88,0
54.8,0
85.81,0
486.86,0
217.74,0
185.16,0
441.3,0
80.11,0
749.32,0
2427.64,0
141.41,0
179.91,0
549.21,0
502.43,0
1193.59,0
317.16,0
212.11,0
183.96,0
360.06,0
129.11,0
155.32,0
219.38,0
736.64,0
84.19,0
1889.88,0
1007.56,0
309.01,0
141.77,0
571.86,0
271.31,0
537.85,0
213.21,0
236.43,0
217.54,0
133,0
325.71,0
451.31,0
117.68,0
154.11,0
759.64,0
697.86,0
171.69,0
283.85,0
682.26,0
237.48,1
1106.73,0
145.21,0
119.18,0
230.76,0
153.71,0
144.74,0
175.65,0
147.11,0
127.81,0
208.28,0
550.86,0
339.33,0
221.99,0
502.51,0
216.1,0
676.1,0
529.04,0
236.79,0
195.51,0
208.36,0
66.36,0
179.31,0
166.61,0
235.21,0
200.91,0
793.76,0
793.76,0
45.83,0
372.86,0
81.11,0
214.37,0
179.71,0
462.22,0
458.91,0
239.48,0
247.37,0
370.61,0
148.43,0
69.66,0
52.53,0
43.78,0
246.81,0
150.77,0
562.16,0
1062.36,0
671.96,0
108.07,0
279.91,0
90.4,0
110.11,0
182.88,0
67.17,0
351.16,0
681.32,1
354.22,0
104.46,0
287.81,0
180.02,0
435.51,0
148.71,0
398.42,0
347.68,1
379.77,0
216.86,0
1873.59,0
775.02,0
811.91,0
181.37,0
406.02,0
126.07,0
527.85,0
147.47,0
128.96,0
663.66,0
182.89,0
325.54,0
113,0
170.11,0
149.31,0
1789.68,0
111.93,0
201.39,0
106.94,0
695.16,0
131.31,0
980.76,0
399.84,0
385.02,0
242.9,0
518.28,1
245.11,0
341.31,0
103.11,0
218.04,0
48.36,0
153.34,0
95.14,0
216.28,0
204.51,0
217.51,0
123.89,0
457.4,0
354.6,0
120.31,0
134.11,0
192.13,0
46.44,0
498.36,0
317.41,0
94.28,0
98.11,0
566.14,0
381.33,0
140.33,0
84.44,0
1650.64,0
52.74,0
1371.7,0
159.24,0
10691.7,0
3056.86,0
65.71,0
105.28,0
213.41,0
216.01,0
141.36,0
79.66,0
105.11,1
131.37,0
181.56,0
165.71,0
754.71,0
303.47,0
91.36,0
29.17,0
617.64,0
178.81,0
72.11,0
95.71,0
245.7,0
2955.86,0
204.39,0
564.02,1
323.71,0
382.86,0
122.43,0
270.75,0
152.63,0
535.86,0
255.56,0
195.8,0
136.67,0
68.37,0
2267.37,0
204.51,0
313.67,0
135.61,0
134.11,0
228.98,0
54.66,0
2448.86,0
812.46,0
124.77,0
255.68,0
3268.06,0
745.16,0
177.25,0
145.04,0
183.61,0
276.56,0
175.77,0
134.91,0
182.71,0
1036.42,0
316.92,0
208.41,0
109.33,0
499.83,0
485.52,0
325.74,0
267.41,0
573.62,0
529.42,0
295.61,0
93,0
216.43,0
276.29,0
78.11,0
483.79,0
325.74,0
156.22,0
146.97,0
728.23,0
71.37,0
179.28,0
333.98,0
298.71,0
60.28,0
54.71,0
200.91,0
141.73,0
139.44,0
47.6,0
2509.45,0
562.06,0
116.11,0
286.11,0
79.03,0
203.41,0
297.56,0
850.02,0
139.54,0
118.81,0
79.66,0
78.37,0
327.61,0
114.11,0
249.47,0
93.11,0
165.58,0
383.31,0
511.39,0
70.82,0
166.29,0
238.94,0
927.26,0
397.07,0
136.65,0
114.54,0
145.47,0
101.51,0
596.56,0
277.16,0
226.76,0
154.11,0
185.41,0
147.18,0
2283.8,0
63.43,0
262.14,0
101.02,0
150.37,0
217.11,0
198.94,0
1527.92,0
309.38,0
16.17,0
239.36,0
851.31,0
2465.81,0
160.37,0
128.24,0
1661.82,0
106.43,0
95.76,0
146.11,0
219.37,0
296.51,0
745.14,0
34.27,0
756.41,0
3743.16,0
92.14,0
465.81,0
49.47,0
176.52,0
362.34,0
791.04,0
140.77,0
116.91,0
127.91,0
222.21,0
681.97,0
57.94,0
72.66,0
321.02,0
846.48,0
192.4,0
1980.06,0
926.56,0
331.16,0
74.11,0
200.51,0
232.61,0
119.16,0
295.59,0
1248.86,0
608.82,0
622.86,0
400,0
264.82,0
131.73,0
2387.83,0
33,0
85.6,0
319.76,0
494.51,1
123.84,0
175.41,0
299,0
87,0
120.43,0
691.52,0
197.89,0
376.71,0
91.66,0
103.11,0
87.71,0
198.65,0
218.22,0
81.93,0
41.44,0
698.4,0
2023.79,0
1176.66,0
213.01,0
502.66,0
1396.66,0
637.62,0
80.04,0
1117.86,0
230.51,0
2268.86,1
62.44,1
259.32,1
912.2,0
384.01,0
178.22,0
2787.84,0
497.82,0
205,0
578.86,0
170.47,0
856.43,0
91,0
120.44,0
383.11,0
366.94,0
705.25,0
302.57,0
241.81,0
232.31,0
748.53,0
434.77,0
242.32,0
399.02,0
123.84,0
1084.9,0
84.13,0
2887.2,0
883.72,1
161.57,0
5278.9,0
824.63,0
37.78,0
33.66,0
175.91,0
299.11,0
495.02,0
176.22,0
286.21,0
1611.11,0
842.9,0
226.43,0
224.47,0
280.6,0
122.46,0
278.36,0
325.29,0
694.56,0
130,0
758.41,0
326.87,0
86,0
612.06,0
2811.44,1
418.88,0
559.06,0
151.51,0
892.52,0
414.72,0
115.31,0
592.76,0
76.48,0
102.97,0
562.33,0
56.14,0
220.64,0
140.61,0
250.51,0
313.91,0
2465.36,0
63.37,0
159.32,0
1787.28,0
51.27,0
379.02,0
216.84,0
159.91,0
59.66,0
78.66,0
107.71,0
1251.21,0
459.02,0
1310.39,0
1753.2,0
67.66,0
145.31,0
593.82,0
64.24,0
322.74,0
212.41,0
197.77,0
162.64,0
62.8,0
211.77,0
128.98,0
195.37,0
90.44,0
704.28,1
4771.86,0
172.63,0
97.22,0
190.77,0
43.37,0
166.31,0
1867.55,0
568.83,0
455.3,0
84.36,0
259.05,0
969.68,0
64.11,0
1264.43,0
249.34,0
325.71,0
1702.92,1
52.66,0
80.44,0
686.16,0
318.91,0
232.22,0
240.55,0
129.39,0
211.51,0
618.44,0
597.81,0
102.17,0
158.61,0
61.04,0
85.29,1
134.44,0
132.11,0
110.43,0
62.28,0
136.65,0
74.66,0
64.66,0
791.51,0
748.92,0
118.77,0
698.86,0
1952.86,0
424.51,0
428.44,0
137,0
103.49,0
227.72,1
656.42,0
287.43,0
160.14,0
148.39,0
140,0
167.47,0
696.61,0
208.44,0
120.11,0
167.71,0
2252.18,0
154.44,0
187.73,0
125.33,0
1130.97,0
123.11,0
3143.72,0
72.37,0
205.86,0
176.05,0
99.11,0
520.32,1
158.01,0
310.42,0
95.77,0
2678.58,0
161.07,0
335.08,0
51.36,0
154.11,0
400.51,0
292.11,0
251.13,0
169.31,0
188.51,0
1100.43,0
2753.06,0
303.52,0
67.6,0
175.47,0
332.22,0
354.16,0
1313.46,0
992.26,1
201.11,0
457.16,0
38.37,0
883.3,0
374.18,0
35.64,0
129.97,0
131.01,0
109.11,0
138.77,0
603.86,0
246.07,0
295.12,0
231.82,0
234.42,0
274.51,0
133.23,0
661.66,0
127.46,0
241.51,0
148.39,0
192,0
405.26,0
209.65,0
186.66,0
46,0
342.14,0
147.18,0
159.44,0
183.71,0
248.76,0
56.36,0
558.16,0
247.68,0
626.35,0
282.74,0
560.48,0
943.96,0
261.51,0
660.63,0
394.57,0
94.71,0
39.85,0
130.35,0
274.22,1
148.25,0
817.08,0
220.86,0
1734.71,0
859.39,0
576.46,0
97.61,0
499.82,0
290.11,0
252.21,0
146.84,0
93.76,0
2595.36,0
217.62,0
330.51,0
371.02,0
170.9,0
86.15,0
646.52,0
1310.86,0
188.74,0
298.42,0
589.16,0
1666.86,0
472.98,0
2912.66,0
148.81,0
54.36,0
159.41,0
297.37,0
589.53,1
430.72,0
88.37,0
69.27,0
589.16,0
181.11,0
506.46,0
50.16,0
94.54,0
119.11,1
563.71,0
78.46,0
424.41,0
258.61,0
214.71,0
141.76,0
671.02,0
2095.35,0
189.28,0
160.07,0
41.16,0
724.64,0
1444.63,0
175.77,0
468.51,0
982.84,0
112.47,0
117.47,0
227.45,0
1375.86,0
73,0
244.76,1
224.92,0
159.3,0
278.11,0
707.22,0
338.49,0
2407.86,0
75.71,0
70.11,0
638.86,0
190.01,0
4619,0
164.51,0
338.81,0
161.32,1
193.37,0
497.31,0
338.49,0
444.26,0
41.97,0
153.11,0
639.02,0
338.65,0
182.03,0
216.77,0
7864.35,0
582.71,0
133.4,0
555.04,0
178.11,0
129.71,0
316.67,0
57.66,0
230.91,0
87.66,0
387.82,0
393.22,0
182.91,1
139.11,0
361.51,0
130.11,0
373.11,1
2160.63,0
43.37,0
589.12,0
169.03,0
693.07,0
1711.31,0
455.37,0
3489.75,0
495.24,1
169.81,0
247.61,0
190.26,0
184.98,0
86.66,0
926.02,0
419.16,0
309.71,0
170.72,0
572.79,0
137.43,0
1245.74,0
229.51,0
132.27,0
2276.86,0
79.93,0
680.31,1
372.29,0
351.96,0
374.48,0
107.14,0
123.65,0
62.29,0
260.68,0
1580.26,0
147.64,0
149.41,0
171.56,1
89.09,0
934.3,0
204.22,0
54.44,0
50.7,0
43.37,0
382.64,1
112.03,1
283.68,0
163.22,0
141.77,0
378.37,0
132.72,0
210.88,0
166.12,0
138.21,0
425.31,0
1001.16,0
670.41,0
204.6,0
404.18,1
140.84,1
115.74,0
144.41,0
93.45,0
107.03,0
2459.86,0
1984.52,0
168.71,0
158.97,0
439.38,0
96.51,0
640.42,0
400.61,0
871.05,0
1079.32,0
154.47,0
656.68,0
156.01,0
2678.46,0
707.86,0
2416.38,0
203.72,0
59.71,1
50.66,1
168.08,0
2637.05,0
217.31,0
162.21,0
236.22,0
89.71,0
85.44,0
56.36,0
158.14,0
62.15,0
203.66,0
231.51,0
285.42,0
770.52,0
160.85,0
486.48,1
166.89,0
733.02,0
440.42,0
173.51,0
866.42,0
535.12,0
76.58,0
64.71,0
281.81,0
1241.26,0
400.83,0
1169.73,0
132.72,0
738.61,0
2490.24,0
4272.72,0
344.16,0
71.11,0
1109.49,0
287.41,0
108.13,0
439.56,0
2607.72,0
216.86,0
98.52,1
138.49,0
687.49,0
465.91,0
1017.36,0
61.63,0
274.37,0
245.51,0
77.08,0
187.41,0
215.11,0
585.54,0
505.15,0
1375.26,0
528.19,0
69.14,1
128.43,0
364.35,0
247.51,0
899.61,1
78.99,0
698.92,0
33.34,0
114.41,0
126.11,0
1195.39,0
433.92,1
4753,0
189.53,0
110.37,0
138.14,0
286.45,0
263.48,0
204.71,0
527.99,0
263.51,0
157.61,0
44.54,1
74.15,0
766.46,0
595.88,1
494.36,0
67.66,0
765.56,0
102.97,0
189.28,0
210.71,0
251.21,0
41.66,0
425.11,0
776.49,0
180.42,0
86.22,0
424.22,0
241.22,0
195.7,0
299,0
705.16,0
227.46,0
120.03,0
534.62,0
42.17,0
315.92,0
76.71,0
84.04,0
316.11,0
1150.52,0
247.93,0
203.82,1
149.52,0
276.66,0
1348.32,0
172.11,0
454.44,0
123.42,0
119.41,0
207.41,0
170.44,0
185.53,0
118.74,0
535.72,0
84.76,0
186.71,0
211.74,0
140.51,0
202.09,1
7045.44,0
594.56,0
633.92,0
98.36,0
55.66,0
675.44,0
188.22,0
913.3,0
2613.08,0
418.88,0
335.83,0
124.44,0
2981.24,0
490.61,0
320.3,0
109.21,0
83.6,0
272.56,0
130.07,0
800,0
238.37,0
1314.26,0
687.86,0
175.51,0
1361.46,0
121.97,0
169.52,0
63.46,0
277.94,0
273.71,0
343.98,0
95.66,0
195.46,0
882.24,1
193.32,0
436.01,0
114.41,0
136.44,0
491.97,0
78.03,0
163.3,0
861.91,0
178.51,0
130.84,0
403.2,0
66.85,0
159.51,0
95.11,0
61.75,0
913.26,0
116.48,0
2702.44,0
79.01,0
351.16,0
196.43,0
459.42,0
129.22,0
724.32,0
707.62,0
207.44,0
163.32,0
425.82,0
288.14,0
629.56,0
3203.58,0
232.91,1
65.5,0
3300.24,0
347.58,0
112.66,0
118.11,0
588.48,0
193.91,0
650.43,0
220.91,0
2093.42,0
124.88,0
1440.64,0
367.38,0
260.21,0
189.28,0
261.01,0
1244.72,0
213.34,0
1101.45,0
100.11,0
182.09,0
100.91,0
1154.52,0
84.36,0
356.49,0
110.84,0
258.62,0
68.11,0
339.48,0
97.29,0
734.32,0
154.22,0
854.61,0
190.51,0
892.42,0
546.59,0
257.33,0
306.91,0
56.48,0
65.5,0
62.93,0
1993.86,0
1289.66,0
850.53,0
39.26,0
582.8,0
173.91,0
120.41,0
147.36,0
294.92,0
129.16,0
310.01,0
112.14,0
767.99,0
206.38,0
350.82,0
815.32,0
66.37,0
69.18,0
411.02,0
96.51,0
169.71,0
338.62,0
497.83,0
378.14,1
492.26,0
762.16,0
249.44,0
802.51,0
204.65,0
262.86,0
4271.72,0
2981.44,0
218.21,0
38.14,0
83.36,0
530.86,0
34.38,0
124.44,0
240.71,0
192.65,0
791.88,0
70.6,0
636.32,0
319.36,0
77.12,0
326.68,0
70.31,0
237.68,1
193.94,0
383.04,0
208.21,0
129.22,0
178.11,0
2129.2,0
109.22,0
1711.58,0
656.44,0
48.13,0
76.79,0
149.32,0
913.46,0
145.41,0
539.24,0
256.22,1
138.84,0
119.74,0
116.91,0
109.42,0
597.06,0
695.77,0
495.36,0
47.36,0
220.04,0
583.27,0
241.01,0
197.36,0
119.71,0
462.48,0
1105.78,0
447.52,0
689.56,0
179.91,0
735.17,0
143.64,0
1960.75,0
78.55,0
300.22,0
101.16,0
118.97,0
129.01,0
160.11,0
589.56,0
346.16,0
67.53,0
165.89,0
148.39,0
158.11,0
148.51,0
404.88,0
814.34,0
4744.69,0
3169.44,0
183.63,0
1738.04,0
993.64,0
3059.72,0
54.2,0
142.81,0
1992.06,0
1061.29,0
1914.52,0
1259.26,0
101.73,0
240.28,0
226.02,0
177.85,0
512.16,0
771.66,0
589.3,0
455.16,0
33,0
3780,0
438.48,0
237.82,0
786.46,0
467.74,0
85.62,0
656.79,0
124.11,0
344.24,0
107.84,0
223.5,0
70.44,0
206.51,0
690.06,0
111.3,0
128.81,0
331.98,0
268.42,0
25.56,0
441.76,0
226.16,0
212.35,0
558.96,0
362.42,0
321.21,0
415.57,0
267.02,0
962.16,0
6554.24,0
179.11,0
340.6,1
204.51,0
31.5,1
146.35,0
156.51,0
221.56,0
258.66,0
163.11,0
75.63,0
2262,0
71.63,0
1349.62,0
30.9,0
736.02,0
96.11,1
504.44,0
500.44,0
2463.86,0
765.51,0
99.46,0
783.92,0
403.36,0
1576.4,0
3752.86,0
364.93,0
589.68,0
171.11,0
118,0
201.97,0
148.81,0
60.44,0
99.37,0
894.86,0
146.43,0
104.16,0
282.74,0
118.81,0
457.73,0
315.22,0
5644.66,0
801.84,0
78.35,0
109.14,0
263.92,0
213.26,0
877.71,0
87.44,0
168.09,0
283.14,0
272.88,0
366.71,1
122.21,0
392.77,0
1491.78,0
174.5,0
204.15,0
745.38,0
93.7,0
24.08,0
128.06,0
200.97,0
345.26,0
54.73,0
57.66,0
106.46,0
596.56,0
609.74,0
222.02,0
512.86,0
123.36,1
244.74,0
594.04,0
155.11,0
338.06,0
801.33,0
7371.57,0
97.89,0
161.22,0
209.91,0
533,0
307.97,1
166.31,0
167.05,0
497.97,0
328.41,0
2243.86,0
957.72,0
181.17,0
91.11,0
148.43,0
1173.84,0
140.33,0
432.72,0
96.66,0
1571.03,0
213.14,0
98.14,0
168.11,0
86.38,0
92.44,0
57.37,0
2752.7,0
96.81,0
180.77,0
512.98,0
47.5,0
663.86,0
662.62,0
622.36,0
272.86,0
66.19,0
442.32,0
1241.92,1
369.92,0
147.85,0
5111.84,0
80.71,0
94.44,0
2690.44,0
180.42,0
120.41,0
187,0
212.46,0
83.11,0
576.9,0
349.81,0
622.38,0
60.28,0
131,0
611.56,0
233.02,0
333.74,0
58.37,0
344.12,0
18217,0
108.11,0
61.63,0
247.71,0
89.21,0
363.74,0
50.37,0
2225.95,0
339.74,0
2448.56,0
554.46,0
1477.84,0
132.56,0
519.62,0
181.61,0
48.15,0
631.56,1
611.56,0
104.16,0
174.61,0
186.84,0
250.51,0
211.32,0
270.55,0
76.27,0
262.41,0
62.37,0
89.47,0
377.73,0
1380.6,0
441.86,0
145.21,0
159.68,0
198.01,0
271.11,0
97.03,0
653.2,0
706.22,0
174.7,0
378.81,0
2538.73,0
169.91,0
164.17,0
195.26,0
895.86,0
127.51,0
137.5,0
786.84,0
1802.13,0
169.11,0
229.61,0
1139.16,0
259.01,0
1716.52,0
1041.86,0
527.28,0
378.71,0
257.48,0
253.2,0
2552.55,0
275.82,1
1118.36,0
559.23,0
421.93,0
55.89,0
120.71,0
539.02,0
1223.24,1
457.83,0
649.28,0
593.43,0
193.02,0
63.66,0
122.11,0
586.12,0
191.43,0
64.06,0
237.68,0
1810.32,0
359.77,0
147.11,0
283.51,0
399.94,0
913.24,0
227.36,0
495.59,0
170.36,0
696.62,0
1288.55,0
543.94,0
1922.56,0
637.36,0
521.55,0
275.31,0
133.71,0
369.62,0
156.71,0
1176.12,0
182.14,0
1707.12,0
228.8,0
1841.24,0
668.28,0
188.81,0
1435.82,0
575.16,0
89.46,0
70.71,0
755.92,0
602.85,0
195.81,0
810.88,0
215.47,0
621.03,0
